,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
6553,muCl5p-9ut1sY0aKeUeRhw,0,2012-11-18,0,Vl-NvJxVOjBjQvoTjaxdCw,5,Cheuvront's is a nice little spot in Downtown Phoenix and a perfect place for a date night. The wine and cheese was fantastic. I was also very impressed by the attentiveness of the wait staff. I'll definitely be going back!,review,1,2yqK03RIfPRxll3YWyiBWQ
6554,muCl5p-9ut1sY0aKeUeRhw,1,2012-11-27,0,ZE5HsD_GAPxi9s5PsX99LQ,5,"Few things make me happier than wine and cheese -- so naturally, I enjoyed the Cheuvront! I wasn't in the mood to make any decisions myself (it was Friday, after all) so I let one of the owners surprise me with his favorite red wine and a cheese plate. The shiraz he picked was delish, and the cheese plate, especially the brie, was equally yummy. I'd suggest you go for happy hour, sit on one of the comfy couches, ask your server or an owner for their recommendations, and try a bunch of stuff!",review,0,RtT-zJQ-wFs8zkpkGHe2iA
6556,muCl5p-9ut1sY0aKeUeRhw,1,2012-12-18,0,_kuVjnJbUMCEwZOPULVD7g,5,"So my wife and I are  HUGE fans of Cheuvront and the tastings they hold there several times a month. We've done Spanish Cheese tastings, Italian Wine tastings and everything in between and always have a great time! This past weekend was the port tasting and what a great event. I learned a TON about port that I didn't know and got to try several ports that I'd never had. The tastings are typically $15 and include a small plate (or in this case, delicious of pizza). Do yourself a favor and go check out Todd, Jeff and the gang and get on the email list for their tastings. it's always a great time!",review,1,gcyEUr4DXcbjnGRAWFtfAQ
6557,muCl5p-9ut1sY0aKeUeRhw,0,2013-01-12,0,PE-PbIYIiFbEuIr3Ef35rg,5,"Great wine and cheese and really nice atmosphere, our waitress Laura was very knowledgeable and professional.",review,0,MP5FuCZ0K1amzLD0AHJmIQ
6559,muCl5p-9ut1sY0aKeUeRhw,1,2013-02-02,0,-rmPiCJOcIf_OU868HzMtQ,5,"Went here for the wine tasting. Absolutely love this place.  The decor is upscale and the ambiance is quite and cozy.  Great place for a romantic dinner...hint hint for Valentines day. A reservation is a must for special occasion days. 
The wine tasting was sectioned off from the rest of the restaurant but the service was still exceptional. Got to sample 5 wines and a tapas for $15.  They offer their regular menu during the tasting also. I tried the fig and Brie bruschetta. A great sweet paring for the French wines. I also had a prosciutto and Gouda topped with onions and capers a great pairing for savory wines.  The table I sat with also had a ham and gruyere grilled sandwich which was fabulously amazing.  
The food was just as great as the service given by Stephano.  He was always there to fill the water glass, take an order for food, and just to make sure everyone was ok always with a pleasant smile and he kept great eye contact. One of the best servers I have encountered in a long time.    

Overall I would recommend this place for both fine dining and for their wine tastings which they do on a regular bases, approximately every 2 weeks. I also hear rumors that they also have a cheese tasting.  I can't wait to find out if its true.",review,1,XxA5k_iyzf9HdvPMp_J27w
6585,oCA2OZcd_Jo_ggVmUx3WVw,2,2008-08-08,0,ZRVNU2x7rEyfgQ9BcpNUxA,5,"Alice Cooper's Town is a mix of good food and rock 'n' roll, and has a fab bar.  Being one of the world's biggest Alice Cooper fans, I also loaded up on Alice stuff at the merchandise area before leaving.  The walls are covered with Alice memorabilia, which is cool.  True Alice fans will also note items on the menu named for his kids.  

Location is convenient to the arena where the Phoenix Suns play, and I believe may be within walking distance to the Arizona D-backs' ballpark.  Seating is good, and I agree with another reviewer that the make-up is a bit cheesy (especially since they only do the bottom half!) but it adds to the atmosphere.  The locals say you can even catch a glimpse of Alice here when he's not on tour.",review,1,aTi0NVrcPJWbN6jAsJVcAw
6587,oCA2OZcd_Jo_ggVmUx3WVw,0,2008-09-17,0,P_5XmH89UFxdjTrh0n96og,5,"this is a fun and funky place. any music lover would like this place. yes, it's done in an alice cooper theme. there is a large variety of collectable rock and roll memorabilia on the walls signed by a variety of artists. there are gigantic tvs for any sports fans. these tv are seriously huge. the menu is fun and is fairly extensive. the food has always been really good. they have burgers, sandwiches, ribs, chicken, etc... appetizers.  the burgers are large and the sandwiches are large. they have a killer reuben. these are not plain jane sandwiches. they are done on quality breads and stacked with alot of meat. they have a large selection of sides of your choice and they are all really good. they taste very homemade, authentic and just good quality. they have indoor and outdoor dining. it's two level. it's a cool place and would be a great place to take an out of state guest. their desserts are huge. great place all around. there is a long bar with fair drink prices.",review,0,eGAfB-vUSAMp2UFgpDwPjw
6625,oCA2OZcd_Jo_ggVmUx3WVw,0,2010-06-05,0,D10GZudB0J7wDiiTtmDm0A,5,"I give Cooperstown a five star - based on their pricing alone.  I ate lunch with 2 kids and our bill was $30 with tip.  The food is nothing fancy - just delicious and refreshing on a hot day.  The girls said their chicken fingers and mac and cheese was good and I really enjoyed the Ty Cobb Salad.  Also, love the giant glasses of iced tea.  

The service was attentive and quick for being so busy.  Neat place to go overall.",review,1,IhcTLLWKS6ZiNyIX9oQQPQ
6628,oCA2OZcd_Jo_ggVmUx3WVw,0,2010-07-13,0,g3bttV21VQoLml8dImDXog,5,"THE place for pregame lunch. Service is almost always great, I've only had one waitress who was not so good and I've been going there for years. Lots of room and it gets packed! I LOVE their blue Dean Martin Margarita and the veggie quesadilla. My husband is a big fan of the Devil's Ale and Pratt's pulled pork. The prices are very reasonable and I love that they offer mandarin oranges as a side. They also stock my favorite hot sauce instead of just Tabasco. Lots of fun stuff to look at on the walls and always a good mix of sports on TV.  Always a good time.",review,0,GO5QVMnvvE4CABiJPgSYgw
6629,oCA2OZcd_Jo_ggVmUx3WVw,0,2010-08-02,0,hgdkSXcgSccbm1JbIZCBzQ,5,"Went to Cooperstown for lunch today. It was amazing!!! The Big Unit was huge and I had the whole works on it. I'm really not a big fan of sauerkraut, tomatoes, and onions but I went for it cuz it had bacon...and you know...bacon makes everything better. =o) The Big Unit is 22 inches long that was covered with chili, bacon, cheese, onions, tomatoes, sauerkraut, and relish. Hmmm...maybe I left off some toppings and it came with side of fries. This is definitely a meal that you can share with someone. It's just under 20 bucks. Oh...when they come out to serve the food the bell rings and they scream ""BIG UNIT!!!"" 

By the way...please remember to bring quarters when you come to this place. A minute away from the place we realized we forgot to check if we had quarters. Luckily, I had quarters otherwise we would have had to detour for some quarters. 

The service was great and quick. The place was clean and the staff was friendly.",review,0,DrJnC62-eMRnFai6immsbQ
6630,oCA2OZcd_Jo_ggVmUx3WVw,0,2010-08-11,0,KwyCMDpkkZXWlP2vCMrD6Q,5,"this is my watering hole prior to a dbacks game. I always park right behind or next to Cooperstown. I don't think id ever go out of my way to come here except for when i am downtown for a ballgame though.

I usually sit at the bar, everything i have ever eaten here has been good. Love the many options of beers on draft and have met some good people while enjoying the beers at the bar. Lots of large projector screens and TV's everywhere so you can catch up on sports. Still need to eat the big unit one day. When the weather is nice i enjoy sitting outside and using the outside bar for my drinks. 

give this place a try next time your looking to kill time before a dbacks game. I wouldn't go anywhere else (aka don't go to the mexican joint on 7th street because its over priced and lame)",review,1,juB4dIllPpM4Mt4_x2SErQ
6634,oCA2OZcd_Jo_ggVmUx3WVw,0,2010-08-31,0,VLa_rWJ0nDkhc6xURyt0jQ,5,"This is the greatest restaurant I've ever been to.  But I love rock music.  If you hate rock music and baseball and you have no sense of humor, you probably won't get as much of a kick out of this place as we always do.  We ALWAYS go here when we're in Phoenix.  Good food, awesome decor and quirky menu choices like ""Wings of Mass Destruction"" and ""Megadeth Meatloaf.""",review,0,W0L9qw8Ulec-SvnstoOsjw
6640,oCA2OZcd_Jo_ggVmUx3WVw,0,2010-11-08,0,H2pibEkKdq4Paf5leVqJhQ,5,"It is quite overwhelming watching football here on Sundays. With every game on and trying to pay attention to your fantasy team is tough.

I tried the ""Big Unit"" and I thought the hotdog, itself, tasted like it was microwaved. The Chili, for some reason I cant point out why,was the best ive ever tasted. The night before I had ribs and wings. Both really good

The bartender on Sunday was cool. I spent over $60 but the beer and food was worth it",review,2,XfswktqW8EXIAWpxzR8phA
6656,oCA2OZcd_Jo_ggVmUx3WVw,0,2011-03-03,0,6kIeeMVPufAy3jhpF3E6Rg,5,"Awesome staff, great food and cool decor",review,2,OKxtfws2vNEaixUY1UwPgw
6662,oCA2OZcd_Jo_ggVmUx3WVw,0,2011-03-27,0,MSQ0SW2w31nQ1gQd9KwTKA,5,"I was one of 50 people who went there to get Adam's Big Unit.  The service was top notch and they move fast and get work done.  And the hot dog was sooooo huge and soooooo good.  I shared my picture of eating the big unit with Sebastian Bach and he commented back on it because it was so enormous!  It had great flavor and my favorite brioche bread.  I will be going back to attempt the dog on my own.  I am a tall skinny girl but I have a true appetite so I will definitely get that 22"" hot dog down no problem.  I highly recommend Cooperstown.  It is a great place to have good food and have a great time!",review,1,ylWOj2y7TV2e3yYeWhu2QA
6663,oCA2OZcd_Jo_ggVmUx3WVw,0,2011-03-31,0,6g1lsG9KE9Vm1mUmV1vn2Q,5,"+++Band on a Monday night
+++++Delicious wings
+++++$2.00 Beers
+++Magic Johnson's Shroomer Burger
+++++Cobb Salad

All the food here is amazing. Fun environment, great set-up. Really as good as it gets. It looks like they have great lunch specials too. I met my Dad and his flight crew here after they flew in from Chicago. They loved it! They met some friendly Aussies before I got there so it turned into a party.
I didn't try the big unit, but it was fun to hear the bell ring every time the waiter brought one out. Maybe next time. Great service- very fast.",review,1,C2L5RW-Kb3RrnGrJDX_utg
6669,oCA2OZcd_Jo_ggVmUx3WVw,0,2011-04-29,0,rCZlfefsGNFl4ZWenRXkZw,5,"home of the infamous man v food bases loaded big unit hot dog...which we totally split! even with all the crazy fixings (and, not to mention the sheer size), this was an awesome hot dog!

but, the real dark horse were the sweet maple garlic wings! you have to try them...seriously! overall, a great sports restaurant/bar!

""BIG UNIT""!",review,0,kcDJV34QWMKnCHXlv476bw
6672,oCA2OZcd_Jo_ggVmUx3WVw,0,2011-05-07,0,TPp-Ui-vHeNX6cOSBTgF8Q,5,Best Sports bar in downtown by a mile. If you are lucky you might even get to meet Alice. The big unit is an amazing dog. As for the rest of the food I have never had anything bad and I have been going since it opened back in the day. Also a fun place to watch a show.,review,0,WZF-Vqg_g7zzPYTR-_xgQw
6678,oCA2OZcd_Jo_ggVmUx3WVw,0,2011-06-25,0,SPZ38FHA46jsrN0oXp6eTA,5,"OK I cannot speak for all their food, but their Adam RIchmond Big Unit hot dog was the best hot dog I have EVER had. It is really that good. 100% beef, goodness. 

Great place for a beer  before heading to Chase field too.",review,0,Ec0_hyghnX9jZQW20OYeoA
6690,oCA2OZcd_Jo_ggVmUx3WVw,1,2011-08-15,0,bPeHxr6NUXatMoNL33mVvw,5,"$4 awesome bloody marys on weekends! And $4 bud drafts too. Tons of food, so do your health a favor and split a meal with someone else.

Cooper donates a lot back to our community. A friend of mine from college received a scholarship to Grand Canyon University funded by Alice Cooper. Support local! :)",review,1,rlcJkEoYzuiS7iF5XfXCMA
